,y,x0,x1,x2,x3,x4,x5,x6
133,1,42811,30803,36260,21436,25970,-1,-1
134,0,32203,7180,41280,28086,13701,1003,-1
135,1,9058,44234,25674,45055,-1,-1,-1
136,1,35143,38162,22476,23006,45343,36127,-1
137,1,49709,13098,37195,-1,-1,-1,-1
138,1,4107,41335,25222,35839,-1,-1,-1
139,1,29718,46952,29827,17542,24915,-1,-1
140,1,4513,19936,46524,24510,27441,12001,23353
141,1,27292,34203,12147,15291,-1,-1,-1
142,0,46879,8690,12653,31469,-1,-1,-1
143,0,2954,3003,15813,6656,12773,-1,-1
144,1,39530,34407,8836,14617,22835,15980,37915
145,1,1570,35907,26089,20913,9957,18275,15431
146,0,23493,15789,35779,-1,-1,-1,-1
147,1,11980,44905,35762,27092,-1,-1,-1
148,1,46834,33437,47380,1590,26755,21758,3001
149,0,44111,43519,628,-1,-1,-1,-1
150,0,20736,11902,6366,17132,9478,41870,12932
151,1,13641,19626,9951,28962,-1,-1,-1
152,1,28445,19698,44223,2996,13637,22470,36086
153,0,28917,17649,27955,2854,-1,-1,-1
154,1,13389,13048,22332,30577,34734,-1,-1
155,1,19538,39586,5572,47750,30963,35495,-1
156,0,20262,44659,21745,-1,-1,-1,-1
157,1,47248,36227,28786,35619,45999,-1,-1
158,1,49512,44514,28683,31548,31964,-1,-1
159,1,9433,22373,21622,12451,11799,31388,-1
160,1,20768,4828,14589,1507,18612,19302,38309
161,0,1738,35875,47067,5114,24906,7635,-1
162,1,14398,36170,9183,36796,37622,-1,-1
163,1,1655,4326,27377,19044,44328,-1,-1
164,1,9661,15914,25466,13610,11670,-1,-1
165,1,1219,38863,12557,39143,35508,11852,13238
166,0,29950,27984,22090,48989,-1,-1,-1
167,0,40639,28911,8570,-1,-1,-1,-1
168,0,38431,40525,35549,29487,-1,-1,-1
169,1,26037,19370,44734,-1,-1,-1,-1
170,0,6915,14998,16750,-1,-1,-1,-1
171,0,29959,28856,38911,-1,-1,-1,-1
172,1,5843,15769,27098,34726,20930,12313,-1
173,0,8293,49408,22319,20486,22610,12465,-1
174,1,41512,48609,17672,8565,42905,33294,-1
175,0,12928,8383,26546,21160,25331,-1,-1
176,1,416,38313,40758,1406,27988,20657,-1
177,0,46981,29901,32869,-1,-1,-1,-1
178,1,21613,18692,14462,13529,29804,1444,18218
179,0,45063,30646,49167,39989,44755,-1,-1
180,1,48345,42969,20419,10896,45620,36349,19312
181,0,5582,6682,30679,-1,-1,-1,-1
182,1,28388,6847,15981,33675,47503,-1,-1
183,1,7565,20728,7411,25354,47738,9758,-1
184,0,9767,7133,28593,41209,23111,-1,-1
185,1,44346,22809,20507,45705,21761,-1,-1
186,1,21495,11504,32456,-1,-1,-1,-1
187,1,44209,43812,18264,41114,-1,-1,-1
188,1,20034,10075,37296,14276,-1,-1,-1
189,0,35780,16870,4229,49029,-1,-1,-1
190,1,167,14446,36716,36164,14473,44426,-1
191,0,46116,30625,9960,38722,28344,16437,-1
192,0,8853,17363,4580,47303,44679,15192,-1
193,0,31447,5525,39227,3467,-1,-1,-1
194,1,15073,48705,13609,18785,39757,24216,33985
195,1,11625,12136,12628,-1,-1,-1,-1
196,1,28347,43511,5872,48243,-1,-1,-1
197,0,33981,31260,12292,-1,-1,-1,-1
198,1,42286,13664,12950,31756,-1,-1,-1
199,0,14513,20457,41546,850,34767,24912,17969
200,0,28376,9889,46455,38499,-1,-1,-1
201,1,16247,8786,35429,19103,44142,14786,18216
202,1,29736,18194,42355,20185,38610,-1,-1
203,1,22655,31785,36666,44904,6079,15555,-1
204,1,48061,24407,44888,6424,46202,-1,-1
205,1,42284,45698,41460,28417,-1,-1,-1
206,1,18150,30623,3150,18184,26730,12514,-1
207,0,36055,40832,34373,45452,34307,46161,37975
208,0,21232,20326,27004,45593,-1,-1,-1
209,1,25847,7439,37340,10026,20965,7284,-1
210,0,30274,49967,31158,15617,-1,-1,-1
211,1,9618,28872,37267,18810,32953,29893,-1
212,1,32504,27731,31313,31844,4273,47403,-1
213,0,23361,2322,14972,16451,14545,-1,-1
214,0,19313,23670,37049,45912,26319,33921,-1
215,0,6322,465,3253,10986,-1,-1,-1
216,1,14750,14784,564,-1,-1,-1,-1
217,1,43126,12724,33807,-1,-1,-1,-1
218,1,7298,25388,19685,34488,37827,-1,-1
219,1,3593,12400,29939,24854,21775,38918,7525
220,1,8901,24778,40303,-1,-1,-1,-1
221,0,39665,31512,26722,11904,32149,-1,-1
222,1,48831,21257,43772,42846,32748,34535,-1
223,0,31920,34536,9073,2338,-1,-1,-1
224,0,17026,20214,10992,16339,49126,42627,-1
225,1,43376,7270,26457,16281,-1,-1,-1
226,1,8726,24192,29727,1566,43976,11753,37022
227,1,34920,13365,37398,36168,12425,-1,-1
228,1,644,1039,28076,11214,332,-1,-1
229,1,6483,45638,32732,-1,-1,-1,-1
230,0,8178,16758,47721,33287,45682,-1,-1
231,1,47933,35572,28809,20361,4449,47534,18203
232,0,18726,28131,12915,-1,-1,-1,-1
233,1,46303,39061,15509,16421,2574,38350,-1
234,0,34002,10600,6936,34096,38822,-1,-1
235,1,30888,1498,29445,29517,32131,31914,-1
236,1,20537,31679,28406,49270,47068,28691,-1
237,1,48329,41820,13534,35458,4859,-1,-1
238,1,30931,14074,39011,15444,-1,-1,-1
239,1,42644,42824,484,40139,35248,47552,-1
240,1,35751,31134,19232,-1,-1,-1,-1
241,1,14475,29800,31801,24675,5236,-1,-1
242,1,28201,8042,3767,-1,-1,-1,-1
243,1,31209,22329,37277,29832,7524,6807,-1
244,0,11098,4729,6769,23257,9553,11910,-1
245,0,25133,19366,16002,-1,-1,-1,-1
246,1,1644,45780,20134,28821,27636,40657,-1
247,0,3279,43953,39537,44980,22665,-1,-1
248,1,8248,16166,31708,37417,38542,38705,-1
249,0,40564,26084,17004,-1,-1,-1,-1
250,0,42436,6705,10172,-1,-1,-1,-1
251,1,22085,48743,5152,13059,17721,-1,-1
252,0,42213,24801,20155,-1,-1,-1,-1
253,1,5146,32729,49252,49476,-1,-1,-1
254,1,39442,43120,18576,41584,35108,36717,-1
255,0,20616,17768,16397,-1,-1,-1,-1
256,1,1232,40279,11069,32393,9430,17863,-1
257,1,34417,44844,27616,-1,-1,-1,-1
258,0,13034,1603,25036,-1,-1,-1,-1
259,0,43368,8537,28601,30644,37321,-1,-1
260,1,17284,8375,32582,49232,15350,42885,-1
261,0,33626,1536,42911,-1,-1,-1,-1
262,1,21190,1181,6583,11499,-1,-1,-1
263,0,30780,10126,13022,34212,48907,21228,4455
264,0,8440,5712,27662,19824,31175,11709,15719
265,0,20475,18424,9549,43965,31206,-1,-1
266,0,12967,41470,46710,9293,38335,-1,-1
267,0,18614,38274,4519,22109,-1,-1,-1
268,1,42242,18222,45395,4884,4506,42663,-1
269,0,25811,11124,664,19130,40410,-1,-1
270,0,18299,6684,501,28098,-1,-1,-1
271,1,44871,32650,41288,-1,-1,-1,-1
272,1,33570,31892,49650,-1,-1,-1,-1
273,1,48951,18087,11178,19602,13251,16416,23206
274,1,39880,39375,11436,45269,29463,-1,-1
275,1,6736,20686,17049,45511,4844,-1,-1
276,0,3272,32713,33177,49770,31807,-1,-1
277,1,33269,16095,8904,8406,5012,4243,-1
278,1,15418,41123,29755,-1,-1,-1,-1
279,0,32163,31979,36443,-1,-1,-1,-1
280,1,16481,1114,14875,6266,-1,-1,-1
281,0,39208,32426,11917,23180,41353,-1,-1
282,0,35148,30572,47806,45285,42790,20996,-1
283,1,34298,22048,2528,30518,29540,-1,-1
284,1,27440,43854,26938,2984,14773,-1,-1
285,1,27927,22425,26389,42168,45902,19185,18986
286,0,29620,20560,35149,-1,-1,-1,-1
287,0,24234,15433,2863,23219,16662,-1,-1
288,0,15767,14478,9955,31402,21049,-1,-1
289,1,34969,24268,23204,3377,1599,-1,-1
290,1,476,10798,8639,22142,22182,9932,21046
291,0,45442,36231,43952,38326,-1,-1,-1
292,0,38592,17781,29875,31070,22256,9459,10665
293,1,8331,25865,48001,17554,-1,-1,-1
294,1,38886,28590,15302,27980,19593,-1,-1
295,1,11839,19062,26700,39868,18826,-1,-1
296,1,44782,13473,1811,5576,13604,45814,19287
297,1,45444,2213,27630,43904,30731,-1,-1
298,1,21255,22982,16039,2672,-1,-1,-1
299,0,29363,2608,20496,-1,-1,-1,-1
300,1,47608,5159,39381,35576,-1,-1,-1
301,1,34234,32777,11401,10504,33526,41589,5754
302,0,44770,22011,45388,-1,-1,-1,-1
303,0,20937,21934,8034,7126,47615,47790,46122
304,0,35846,34582,13082,40646,21905,-1,-1
305,0,25238,35975,6496,-1,-1,-1,-1
306,1,43693,33524,20701,13312,-1,-1,-1
307,1,10036,14164,31154,24948,35308,-1,-1
308,1,47763,32907,45609,5253,-1,-1,-1
309,1,19104,32805,40516,-1,-1,-1,-1
310,1,3882,22988,31224,3418,38929,23541,-1
311,1,26354,19771,10189,44562,44560,44944,-1
312,0,5195,37255,31610,-1,-1,-1,-1
313,1,2191,31039,46776,7785,-1,-1,-1
314,0,46172,42978,48126,3154,-1,-1,-1
315,0,22795,29895,16912,41042,42715,7441,-1
316,1,12848,12619,19746,1422,26894,6065,-1
317,1,37616,37028,43197,29228,29835,22685,-1
318,1,22341,45713,34759,5215,48812,44917,39364
319,1,47378,2899,13307,18861,14160,15153,-1
320,0,2561,7308,19223,39543,-1,-1,-1
321,1,33680,39097,44840,-1,-1,-1,-1
322,1,44614,27191,17476,14803,26837,10262,-1
323,1,44190,43278,30948,42989,19709,28468,543
324,1,23822,28066,34415,39627,1163,29746,2210
325,1,23001,32300,46320,28827,-1,-1,-1
326,0,44404,18198,1901,37460,-1,-1,-1
327,1,17692,28200,24782,-1,-1,-1,-1
328,1,28968,38888,35968,-1,-1,-1,-1
329,1,30875,38948,15359,42751,44469,-1,-1
330,1,19714,11607,36167,35571,30441,-1,-1
331,1,39646,45246,10434,45591,-1,-1,-1
332,0,33540,4162,24261,27618,-1,-1,-1
333,1,17466,2441,6211,16368,6896,27590,27721
334,0,6400,46282,30127,19027,33821,-1,-1
335,1,32756,47477,31632,18558,16625,17531,37647
336,1,33395,17827,14427,1005,5488,45615,17406
337,1,454,4244,39505,43383,-1,-1,-1
338,1,34292,41413,44591,31953,-1,-1,-1
339,1,29980,9391,22338,11708,12966,45664,12824
340,1,29861,36407,19204,7776,35972,46215,-1
341,0,26542,26716,41853,15469,-1,-1,-1
342,1,27055,11062,12110,14518,37532,33612,-1
343,0,13433,3053,17452,27505,48930,-1,-1
344,1,20000,39079,9273,10134,2982,31599,47437
345,1,40223,5770,34870,28999,-1,-1,-1
346,1,16320,38544,14815,17962,23647,8479,22895
347,1,18853,39474,9353,25042,46015,2757,12214
348,0,23491,28027,4128,-1,-1,-1,-1
349,0,30611,7915,27687,-1,-1,-1,-1
350,1,25572,2182,29965,26216,4822,-1,-1
351,0,2110,20931,25270,-1,-1,-1,-1
352,0,176,5683,47937,32858,-1,-1,-1
353,1,28221,28530,15849,23744,43283,-1,-1
354,1,20613,27819,38872,27587,41889,23872,10915
355,1,22989,47401,20374,24683,8053,1741,25116
356,0,24184,13631,4303,-1,-1,-1,-1
357,1,21987,35719,23460,10444,42406,15709,33009
358,1,10279,20945,5653,-1,-1,-1,-1
359,1,4816,36890,39173,15056,13943,21681,-1
360,1,35499,11028,4448,39838,42196,32525,30352
361,1,27614,20949,45484,38587,17249,3431,46130
362,1,1792,4865,27415,17914,-1,-1,-1
363,1,37332,7592,47134,44990,40268,5169,35151
364,1,46635,32957,40261,-1,-1,-1,-1
365,1,11807,42048,2710,12883,46275,-1,-1
366,1,44108,5227,34401,46086,5186,-1,-1
367,1,13709,18172,39229,2579,-1,-1,-1
368,0,35600,38532,29484,-1,-1,-1,-1
369,1,25442,46697,1584,47459,18329,8188,-1
370,1,8931,33140,21588,30813,-1,-1,-1
371,1,45260,4867,9100,21006,42995,28563,-1
372,0,41965,21028,21397,30758,26869,-1,-1
373,1,1704,41473,49578,47742,-1,-1,-1
374,1,11568,31448,30878,34154,8407,45876,10016
375,1,11044,28437,27224,-1,-1,-1,-1
376,1,25453,4421,1276,27243,330,20294,-1
377,1,2432,6347,31809,23468,17391,36044,-1
378,0,39580,20255,26719,9725,-1,-1,-1
379,1,42725,14845,4883,40465,-1,-1,-1
380,0,41336,9798,16429,-1,-1,-1,-1
381,1,4264,28501,48836,19785,15631,11901,16112
382,0,3715,43725,1180,6067,36253,41883,949
383,0,36502,8200,49180,48904,-1,-1,-1
384,0,48861,42699,44390,-1,-1,-1,-1
385,0,12146,29208,37981,-1,-1,-1,-1
386,0,20969,7990,4672,-1,-1,-1,-1
387,1,4459,25593,11113,34680,15868,31413,13620
388,1,4155,27884,16929,26669,46226,29242,27539
389,1,25149,20794,18684,-1,-1,-1,-1
390,1,44361,13326,34829,29952,22771,16947,-1
391,0,7708,21155,2360,-1,-1,-1,-1
392,0,49375,33641,34694,49723,-1,-1,-1
393,1,36525,12006,31489,39707,17008,-1,-1
394,0,26175,30833,21444,43179,29987,30721,-1
395,0,24787,44491,44778,32429,10989,22847,6676
396,1,14528,15809,3502,-1,-1,-1,-1
397,1,11948,11209,4108,-1,-1,-1,-1
398,1,5035,43562,18272,47262,-1,-1,-1
399,1,2522,23166,24676,38153,-1,-1,-1
400,1,7168,12365,21082,43741,39135,33582,31702
401,1,38237,22358,48246,5929,38282,40523,-1
402,1,14749,11034,25200,29458,-1,-1,-1
403,1,1175,38937,48125,47642,6049,35664,38144
404,0,33825,25386,41041,24932,9763,-1,-1
405,1,36881,3776,10003,13033,19663,-1,-1
406,1,3037,46901,7063,4233,27604,-1,-1
407,1,19646,4982,21176,-1,-1,-1,-1
408,1,48271,469,12859,33449,18378,25309,24708
409,1,29070,4775,25024,-1,-1,-1,-1
410,1,33432,17075,18054,-1,-1,-1,-1
411,0,11668,1097,5370,39072,-1,-1,-1
412,0,30513,1282,37580,41091,-1,-1,-1
413,1,12581,39515,48074,-1,-1,-1,-1
414,0,15477,5522,23811,-1,-1,-1,-1
415,1,48466,33046,38195,21193,45271,10741,-1
416,1,48559,25841,43816,842,10054,2059,6204
417,1,6175,7365,38301,-1,-1,-1,-1
418,1,3919,32633,12551,40576,-1,-1,-1
419,1,33748,9531,7220,21671,16781,-1,-1
420,1,41581,49612,10389,29212,17176,46988,47498
421,0,1710,47541,46407,26941,33611,28107,-1
422,0,31398,46192,3168,48315,25984,5046,-1
423,0,15712,3210,45042,14085,14764,-1,-1
424,0,44102,19413,4348,12725,34024,-1,-1
425,1,41113,37931,16253,-1,-1,-1,-1
426,1,42984,27291,13912,26574,43740,15673,3396
427,1,11070,45455,9887,22903,16828,20251,43249
428,0,33083,48498,13247,-1,-1,-1,-1
429,1,18097,20565,35974,32459,7272,18874,-1
430,0,17624,37773,4829,-1,-1,-1,-1
431,1,4855,33173,21212,16754,32891,27947,-1
432,0,15335,46683,16162,24449,3570,29637,42039
433,1,16125,7949,44804,-1,-1,-1,-1
434,1,34330,2493,47486,13150,33198,-1,-1
435,0,17031,39393,47114,-1,-1,-1,-1
436,1,14595,33942,15500,11165,48146,-1,-1
437,0,29645,36288,33599,18442,6923,36511,46481
438,0,8492,29050,19647,-1,-1,-1,-1
439,0,11474,25787,10271,19304,-1,-1,-1
440,1,28153,27705,47008,37284,40351,23678,1863
441,0,39934,2593,11037,33899,-1,-1,-1
442,0,4976,13632,20638,-1,-1,-1,-1
443,1,33647,36557,22309,26376,41376,-1,-1
444,0,28503,34232,3698,26139,42602,-1,-1
445,1,29490,45839,14736,35955,3519,29413,-1
446,1,43374,4962,47215,17770,-1,-1,-1
447,1,16071,45842,3885,21824,15724,2004,6056
448,1,22292,3136,21728,13097,34427,-1,-1
449,1,44343,49721,44726,4315,-1,-1,-1
450,1,11433,33238,47412,29366,31023,17621,13352
451,1,25260,4805,45636,29468,30896,22883,42328
452,1,28814,34796,48680,16522,34410,-1,-1
453,0,30293,16861,37199,-1,-1,-1,-1
454,1,37714,26361,23392,40906,36273,-1,-1
455,1,34975,48571,22636,38160,32790,-1,-1
456,1,34515,341,28851,-1,-1,-1,-1
457,0,15639,7481,22172,16235,34439,9303,-1
458,1,31763,4408,15127,20465,15178,16048,22269
459,0,48938,19681,18683,-1,-1,-1,-1
460,0,35535,16107,13759,24493,33814,38796,-1
461,0,9828,37810,45297,-1,-1,-1,-1
462,1,36296,19138,28889,11429,8473,31428,-1
463,0,25229,48133,5343,6429,10098,-1,-1
464,0,32319,19891,7468,-1,-1,-1,-1
465,1,34029,38247,9620,24560,5297,10439,18110
466,1,9561,48360,7456,-1,-1,-1,-1
467,0,8663,43405,13506,6890,46830,-1,-1
468,1,46703,39126,38472,-1,-1,-1,-1
469,1,6193,33180,4252,15953,30520,22807,21583
470,1,2418,43473,24109,36560,31405,29905,-1
471,1,1954,35071,45790,10657,3025,27391,13970
472,1,2116,44218,18633,7920,31122,-1,-1
473,1,7342,22167,14131,2868,3653,-1,-1
474,1,21994,22371,26473,9736,49793,26600,-1
475,1,25541,38905,15085,40412,18278,18289,-1
476,1,2969,28556,6835,45467,13579,32128,23443
477,0,144,29706,9877,-1,-1,-1,-1
478,0,17581,33251,16344,24103,47234,4622,-1
479,0,40552,1253,13075,-1,-1,-1,-1
480,0,28364,7143,17838,31492,-1,-1,-1
481,1,30168,41840,40084,12800,6194,13685,23379
482,1,27063,34162,45520,16542,-1,-1,-1
483,0,14563,26765,49615,10853,29180,39362,-1
484,1,38959,12371,44509,28232,12123,-1,-1
485,0,17311,33817,3617,1121,-1,-1,-1
486,1,48745,26185,31588,43813,-1,-1,-1
487,0,24803,28452,35351,32605,31577,-1,-1
488,1,32897,21748,10210,30478,24526,39453,-1
489,1,48002,21365,22815,33753,41619,20330,-1
490,1,27651,16033,45693,43867,7879,2084,36920
491,1,12687,13321,17832,32610,46168,45417,4035
492,1,23656,19012,44033,399,28160,17436,-1
493,1,41095,22494,30822,20050,40022,12759,-1
494,0,31166,6467,32237,1372,-1,-1,-1
495,0,38358,926,35817,10115,8318,-1,-1
496,1,26072,29729,9625,-1,-1,-1,-1
497,0,3785,20885,6904,6478,-1,-1,-1
498,1,27148,33657,38899,26816,35546,41571,24447
499,1,30245,22557,45578,17735,25980,-1,-1
500,1,5864,6529,10536,-1,-1,-1,-1
501,1,28212,7360,38902,12510,10453,18377,-1
502,1,20737,43335,8393,21102,1162,2531,7844
503,1,26047,39016,41842,12702,33512,19802,5751
504,1,34355,30769,36492,25057,-1,-1,-1
505,1,15821,28283,13650,40570,17172,-1,-1
506,1,12283,35460,34059,35235,26633,-1,-1
507,1,24470,18415,18954,37193,-1,-1,-1
508,0,20718,37400,3263,46179,-1,-1,-1
509,1,31125,42232,43713,7024,-1,-1,-1
510,1,17498,29712,32787,15107,2476,48077,11348
511,1,29034,1911,27727,36499,42093,49530,-1
512,0,27311,14598,12074,41320,28987,2098,19533
513,1,34939,8023,13253,1985,26011,3335,26620
514,1,11744,18476,47611,25536,20864,43446,8006
515,0,29076,43720,23000,-1,-1,-1,-1
516,1,28193,21512,21024,15294,11661,31718,42115
517,1,28241,43151,9694,-1,-1,-1,-1
518,1,25565,34444,14109,12958,23314,-1,-1
519,1,17926,20413,22458,44362,5676,-1,-1
520,1,43366,33871,609,30920,-1,-1,-1
521,1,25259,30393,38325,-1,-1,-1,-1
522,0,44288,48464,9289,-1,-1,-1,-1
523,0,26406,28058,22295,22051,44451,12512,48575
524,0,18775,15714,7976,33175,-1,-1,-1
525,1,47634,8344,30589,11897,-1,-1,-1
526,1,25495,22321,17679,12469,4657,48393,1687
527,1,22181,12791,8040,-1,-1,-1,-1
528,1,31061,35026,14829,38848,20062,28277,34547
529,1,10904,19220,24429,47349,18111,3541,25562
530,0,6759,33829,21275,38232,14350,-1,-1
531,0,1226,9159,25665,-1,-1,-1,-1
532,1,20544,4119,277,-1,-1,-1,-1
533,1,19036,20046,38648,37312,-1,-1,-1
534,1,853,43086,46493,19535,16463,-1,-1
535,0,36746,29860,884,-1,-1,-1,-1
536,0,47842,21461,9403,33415,40743,-1,-1
537,1,23976,28139,46078,-1,-1,-1,-1
538,1,20717,27647,29970,24242,3035,-1,-1
539,0,6976,31765,23701,-1,-1,-1,-1
540,1,22077,19235,19892,36414,43915,14697,-1
541,0,28275,49861,49924,-1,-1,-1,-1
542,1,49959,10092,47576,-1,-1,-1,-1
543,1,34858,12805,12422,-1,-1,-1,-1
544,0,28728,41923,28236,23310,27811,14711,18794
545,0,6888,771,2767,-1,-1,-1,-1
546,0,33762,43246,32832,13062,44156,-1,-1
547,1,34736,24513,46125,38234,25209,-1,-1
548,0,26934,21362,32640,46345,22572,-1,-1
549,1,31854,5223,13179,17123,20089,5966,-1
550,0,36447,646,3780,20231,19263,24761,17160
551,1,30809,19735,47428,38059,-1,-1,-1
552,1,429,9911,4016,2975,22227,46022,31427
553,0,38533,32233,37010,18750,-1,-1,-1
554,1,46248,8409,10406,23955,23041,19833,48427
555,1,7268,44593,1138,4985,2885,-1,-1
556,1,48413,14977,38403,23791,10993,44421,-1
557,1,26581,3120,39202,37447,4057,31985,49291
558,1,18869,27739,7070,33874,29558,17583,-1
